uncertainty_id,fold_id,sample_id,toolchain,split_membership,codesys_flag,binary_sha256,affected_field,uncertainty_code,severity,recoverability,evidence_trace,notes,evidence_label
codesys_RES_SI::EC4::U13::4,fold_0,codesys_RES_SI,CODESYS,train,codesys,268d92566303df8d7a9858d09234f10062f4bacc5002474730c02db0c0457e5f,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RES_SI:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_RES_SI::EC5::U02::5,fold_0,codesys_RES_SI,CODESYS,train,codesys,268d92566303df8d7a9858d09234f10062f4bacc5002474730c02db0c0457e5f,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RES_SI:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_REVERSE::EC1::U01::1,fold_0,codesys_REVERSE,CODESYS,train,codesys,9a1b6ce23fc9fa92b6648e8c6cde522803c879fd8840ea70e855cb64b5d3a712,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_REVERSE:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_REVERSE::EC2::U01::2,fold_0,codesys_REVERSE,CODESYS,train,codesys,9a1b6ce23fc9fa92b6648e8c6cde522803c879fd8840ea70e855cb64b5d3a712,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_REVERSE:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_REVERSE::EC3::U11::3,fold_0,codesys_REVERSE,CODESYS,train,codesys,9a1b6ce23fc9fa92b6648e8c6cde522803c879fd8840ea70e855cb64b5d3a712,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_REVERSE:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_REVERSE::EC4::U13::4,fold_0,codesys_REVERSE,CODESYS,train,codesys,9a1b6ce23fc9fa92b6648e8c6cde522803c879fd8840ea70e855cb64b5d3a712,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_REVERSE:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_REVERSE::EC5::U02::5,fold_0,codesys_REVERSE,CODESYS,train,codesys,9a1b6ce23fc9fa92b6648e8c6cde522803c879fd8840ea70e855cb64b5d3a712,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_REVERSE:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_RMP_B::EC1::U01::1,fold_0,codesys_RMP_B,CODESYS,train,codesys,ff39915ce284db345e23d1e3ed88da43d11dd8479b57c40fbf4d707485d06eac,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RMP_B:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_RMP_B::EC2::U01::2,fold_0,codesys_RMP_B,CODESYS,train,codesys,ff39915ce284db345e23d1e3ed88da43d11dd8479b57c40fbf4d707485d06eac,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RMP_B:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_RMP_B::EC3::U11::3,fold_0,codesys_RMP_B,CODESYS,train,codesys,ff39915ce284db345e23d1e3ed88da43d11dd8479b57c40fbf4d707485d06eac,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RMP_B:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_RMP_B::EC4::U13::4,fold_0,codesys_RMP_B,CODESYS,train,codesys,ff39915ce284db345e23d1e3ed88da43d11dd8479b57c40fbf4d707485d06eac,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RMP_B:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_RMP_B::EC5::U02::5,fold_0,codesys_RMP_B,CODESYS,train,codesys,ff39915ce284db345e23d1e3ed88da43d11dd8479b57c40fbf4d707485d06eac,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RMP_B:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_RMP_SOFT::EC1::U01::1,fold_0,codesys_RMP_SOFT,CODESYS,train,codesys,e11e1dc90053039493ef0ab8aa213a1665a90dc95c43c57c6d217ea04930c74c,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RMP_SOFT:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_RMP_SOFT::EC2::U01::2,fold_0,codesys_RMP_SOFT,CODESYS,train,codesys,e11e1dc90053039493ef0ab8aa213a1665a90dc95c43c57c6d217ea04930c74c,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RMP_SOFT:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_RMP_SOFT::EC3::U11::3,fold_0,codesys_RMP_SOFT,CODESYS,train,codesys,e11e1dc90053039493ef0ab8aa213a1665a90dc95c43c57c6d217ea04930c74c,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RMP_SOFT:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_RMP_SOFT::EC4::U13::4,fold_0,codesys_RMP_SOFT,CODESYS,train,codesys,e11e1dc90053039493ef0ab8aa213a1665a90dc95c43c57c6d217ea04930c74c,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RMP_SOFT:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_RMP_SOFT::EC5::U02::5,fold_0,codesys_RMP_SOFT,CODESYS,train,codesys,e11e1dc90053039493ef0ab8aa213a1665a90dc95c43c57c6d217ea04930c74c,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RMP_SOFT:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_RMP_W::EC1::U01::1,fold_0,codesys_RMP_W,CODESYS,train,codesys,ca0258927c8fe132d32b77b498d6b6994f3eba1a6cc070c09752dc041fc54bf2,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RMP_W:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_RMP_W::EC2::U01::2,fold_0,codesys_RMP_W,CODESYS,train,codesys,ca0258927c8fe132d32b77b498d6b6994f3eba1a6cc070c09752dc041fc54bf2,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RMP_W:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_RMP_W::EC3::U11::3,fold_0,codesys_RMP_W,CODESYS,train,codesys,ca0258927c8fe132d32b77b498d6b6994f3eba1a6cc070c09752dc041fc54bf2,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RMP_W:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_RMP_W::EC4::U13::4,fold_0,codesys_RMP_W,CODESYS,train,codesys,ca0258927c8fe132d32b77b498d6b6994f3eba1a6cc070c09752dc041fc54bf2,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RMP_W:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_RMP_W::EC5::U02::5,fold_0,codesys_RMP_W,CODESYS,train,codesys,ca0258927c8fe132d32b77b498d6b6994f3eba1a6cc070c09752dc041fc54bf2,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RMP_W:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_RND::EC1::U01::1,fold_0,codesys_RND,CODESYS,train,codesys,86cd98b53741ded8bad274aab71d607370889a2365e9d7ee7a779c90e3006065,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RND:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_RND::EC2::U01::2,fold_0,codesys_RND,CODESYS,train,codesys,86cd98b53741ded8bad274aab71d607370889a2365e9d7ee7a779c90e3006065,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RND:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_RND::EC3::U11::3,fold_0,codesys_RND,CODESYS,train,codesys,86cd98b53741ded8bad274aab71d607370889a2365e9d7ee7a779c90e3006065,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RND:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_RND::EC4::U13::4,fold_0,codesys_RND,CODESYS,train,codesys,86cd98b53741ded8bad274aab71d607370889a2365e9d7ee7a779c90e3006065,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RND:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_RND::EC5::U02::5,fold_0,codesys_RND,CODESYS,train,codesys,86cd98b53741ded8bad274aab71d607370889a2365e9d7ee7a779c90e3006065,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RND:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_ROUND::EC1::U01::1,fold_0,codesys_ROUND,CODESYS,train,codesys,8fe7ccd068cd45401269fc279d40a53f868ea34b9e4a9214d6d3a05af1b56a57,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_ROUND:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_ROUND::EC2::U01::2,fold_0,codesys_ROUND,CODESYS,train,codesys,8fe7ccd068cd45401269fc279d40a53f868ea34b9e4a9214d6d3a05af1b56a57,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_ROUND:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_ROUND::EC3::U11::3,fold_0,codesys_ROUND,CODESYS,train,codesys,8fe7ccd068cd45401269fc279d40a53f868ea34b9e4a9214d6d3a05af1b56a57,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_ROUND:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_ROUND::EC4::U13::4,fold_0,codesys_ROUND,CODESYS,train,codesys,8fe7ccd068cd45401269fc279d40a53f868ea34b9e4a9214d6d3a05af1b56a57,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_ROUND:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_ROUND::EC5::U02::5,fold_0,codesys_ROUND,CODESYS,train,codesys,8fe7ccd068cd45401269fc279d40a53f868ea34b9e4a9214d6d3a05af1b56a57,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_ROUND:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_RTC_2::EC1::U01::1,fold_0,codesys_RTC_2,CODESYS,train,codesys,5ec7b7f0a4387f7bc34f90d4391bbd869bba200da8a581aa89fcd11359eade3e,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RTC_2:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_RTC_2::EC2::U01::2,fold_0,codesys_RTC_2,CODESYS,train,codesys,5ec7b7f0a4387f7bc34f90d4391bbd869bba200da8a581aa89fcd11359eade3e,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RTC_2:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_RTC_2::EC3::U11::3,fold_0,codesys_RTC_2,CODESYS,train,codesys,5ec7b7f0a4387f7bc34f90d4391bbd869bba200da8a581aa89fcd11359eade3e,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RTC_2:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_RTC_2::EC4::U13::4,fold_0,codesys_RTC_2,CODESYS,train,codesys,5ec7b7f0a4387f7bc34f90d4391bbd869bba200da8a581aa89fcd11359eade3e,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RTC_2:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_RTC_2::EC5::U02::5,fold_0,codesys_RTC_2,CODESYS,train,codesys,5ec7b7f0a4387f7bc34f90d4391bbd869bba200da8a581aa89fcd11359eade3e,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RTC_2:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_RTC_MS::EC1::U01::1,fold_0,codesys_RTC_MS,CODESYS,train,codesys,7359c31e2b7db143f36782a14bbbdf5014c9a30562169179bd1ea6b8e4420325,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RTC_MS:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_RTC_MS::EC2::U01::2,fold_0,codesys_RTC_MS,CODESYS,train,codesys,7359c31e2b7db143f36782a14bbbdf5014c9a30562169179bd1ea6b8e4420325,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RTC_MS:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_RTC_MS::EC3::U11::3,fold_0,codesys_RTC_MS,CODESYS,train,codesys,7359c31e2b7db143f36782a14bbbdf5014c9a30562169179bd1ea6b8e4420325,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RTC_MS:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_RTC_MS::EC4::U13::4,fold_0,codesys_RTC_MS,CODESYS,train,codesys,7359c31e2b7db143f36782a14bbbdf5014c9a30562169179bd1ea6b8e4420325,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RTC_MS:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_RTC_MS::EC5::U02::5,fold_0,codesys_RTC_MS,CODESYS,train,codesys,7359c31e2b7db143f36782a14bbbdf5014c9a30562169179bd1ea6b8e4420325,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_RTC_MS:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_SCALE::EC1::U01::1,fold_0,codesys_SCALE,CODESYS,train,codesys,6736cda09ff3dae4d6f09bc4b184e4957f77a0997c74fccd041836ac03b3150c,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_SCALE::EC2::U01::2,fold_0,codesys_SCALE,CODESYS,train,codesys,6736cda09ff3dae4d6f09bc4b184e4957f77a0997c74fccd041836ac03b3150c,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_SCALE::EC3::U11::3,fold_0,codesys_SCALE,CODESYS,train,codesys,6736cda09ff3dae4d6f09bc4b184e4957f77a0997c74fccd041836ac03b3150c,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_SCALE::EC4::U13::4,fold_0,codesys_SCALE,CODESYS,train,codesys,6736cda09ff3dae4d6f09bc4b184e4957f77a0997c74fccd041836ac03b3150c,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_SCALE::EC5::U02::5,fold_0,codesys_SCALE,CODESYS,train,codesys,6736cda09ff3dae4d6f09bc4b184e4957f77a0997c74fccd041836ac03b3150c,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_SCALE_B::EC1::U01::1,fold_0,codesys_SCALE_B,CODESYS,train,codesys,cae2153a5610c864b3240ac287e489af773b837e5c79c48e45ad9d9feb99edfb,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_SCALE_B::EC2::U01::2,fold_0,codesys_SCALE_B,CODESYS,train,codesys,cae2153a5610c864b3240ac287e489af773b837e5c79c48e45ad9d9feb99edfb,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_SCALE_B::EC3::U11::3,fold_0,codesys_SCALE_B,CODESYS,train,codesys,cae2153a5610c864b3240ac287e489af773b837e5c79c48e45ad9d9feb99edfb,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_SCALE_B::EC4::U13::4,fold_0,codesys_SCALE_B,CODESYS,train,codesys,cae2153a5610c864b3240ac287e489af773b837e5c79c48e45ad9d9feb99edfb,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_SCALE_B::EC5::U02::5,fold_0,codesys_SCALE_B,CODESYS,train,codesys,cae2153a5610c864b3240ac287e489af773b837e5c79c48e45ad9d9feb99edfb,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_SCALE_B2::EC1::U01::1,fold_0,codesys_SCALE_B2,CODESYS,train,codesys,11d3bda31daca16c84a97851ead916ffed9fecf23be73671a3d4fb5023dbd824,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B2:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_SCALE_B2::EC2::U01::2,fold_0,codesys_SCALE_B2,CODESYS,train,codesys,11d3bda31daca16c84a97851ead916ffed9fecf23be73671a3d4fb5023dbd824,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B2:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_SCALE_B2::EC3::U11::3,fold_0,codesys_SCALE_B2,CODESYS,train,codesys,11d3bda31daca16c84a97851ead916ffed9fecf23be73671a3d4fb5023dbd824,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B2:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_SCALE_B2::EC4::U13::4,fold_0,codesys_SCALE_B2,CODESYS,train,codesys,11d3bda31daca16c84a97851ead916ffed9fecf23be73671a3d4fb5023dbd824,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B2:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_SCALE_B2::EC5::U02::5,fold_0,codesys_SCALE_B2,CODESYS,train,codesys,11d3bda31daca16c84a97851ead916ffed9fecf23be73671a3d4fb5023dbd824,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B2:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_SCALE_B4::EC1::U01::1,fold_0,codesys_SCALE_B4,CODESYS,train,codesys,43df1c01eb1ce37930fe7859b779db14f01226223d83c3efda6dd4adcf6cb742,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B4:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_SCALE_B4::EC2::U01::2,fold_0,codesys_SCALE_B4,CODESYS,train,codesys,43df1c01eb1ce37930fe7859b779db14f01226223d83c3efda6dd4adcf6cb742,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B4:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_SCALE_B4::EC3::U11::3,fold_0,codesys_SCALE_B4,CODESYS,train,codesys,43df1c01eb1ce37930fe7859b779db14f01226223d83c3efda6dd4adcf6cb742,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B4:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_SCALE_B4::EC4::U13::4,fold_0,codesys_SCALE_B4,CODESYS,train,codesys,43df1c01eb1ce37930fe7859b779db14f01226223d83c3efda6dd4adcf6cb742,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B4:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_SCALE_B4::EC5::U02::5,fold_0,codesys_SCALE_B4,CODESYS,train,codesys,43df1c01eb1ce37930fe7859b779db14f01226223d83c3efda6dd4adcf6cb742,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B4:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_SCALE_B8::EC1::U01::1,fold_0,codesys_SCALE_B8,CODESYS,train,codesys,938c59d3e1079d286c394fe334a0b69000aa6b7c508b1986404d672a3e72bf5b,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B8:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_SCALE_B8::EC2::U01::2,fold_0,codesys_SCALE_B8,CODESYS,train,codesys,938c59d3e1079d286c394fe334a0b69000aa6b7c508b1986404d672a3e72bf5b,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B8:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_SCALE_B8::EC3::U11::3,fold_0,codesys_SCALE_B8,CODESYS,train,codesys,938c59d3e1079d286c394fe334a0b69000aa6b7c508b1986404d672a3e72bf5b,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B8:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_SCALE_B8::EC4::U13::4,fold_0,codesys_SCALE_B8,CODESYS,train,codesys,938c59d3e1079d286c394fe334a0b69000aa6b7c508b1986404d672a3e72bf5b,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B8:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_SCALE_B8::EC5::U02::5,fold_0,codesys_SCALE_B8,CODESYS,train,codesys,938c59d3e1079d286c394fe334a0b69000aa6b7c508b1986404d672a3e72bf5b,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_B8:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_SCALE_D::EC1::U01::1,fold_0,codesys_SCALE_D,CODESYS,train,codesys,3a96aa468aa09e7bc8da03820fe889e345bd8740bc9f9eae4ba41912df7cf62b,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_D:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_SCALE_D::EC2::U01::2,fold_0,codesys_SCALE_D,CODESYS,train,codesys,3a96aa468aa09e7bc8da03820fe889e345bd8740bc9f9eae4ba41912df7cf62b,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_D:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_SCALE_D::EC3::U11::3,fold_0,codesys_SCALE_D,CODESYS,train,codesys,3a96aa468aa09e7bc8da03820fe889e345bd8740bc9f9eae4ba41912df7cf62b,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_D:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_SCALE_D::EC4::U13::4,fold_0,codesys_SCALE_D,CODESYS,train,codesys,3a96aa468aa09e7bc8da03820fe889e345bd8740bc9f9eae4ba41912df7cf62b,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_D:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_SCALE_D::EC5::U02::5,fold_0,codesys_SCALE_D,CODESYS,train,codesys,3a96aa468aa09e7bc8da03820fe889e345bd8740bc9f9eae4ba41912df7cf62b,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_D:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_SCALE_R::EC1::U01::1,fold_0,codesys_SCALE_R,CODESYS,train,codesys,8ca31b7e4b413a40b22c208aaba7e538ff8bad530895dc49fed0387cc5231406,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_R:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_SCALE_R::EC2::U01::2,fold_0,codesys_SCALE_R,CODESYS,train,codesys,8ca31b7e4b413a40b22c208aaba7e538ff8bad530895dc49fed0387cc5231406,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_R:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_SCALE_R::EC3::U11::3,fold_0,codesys_SCALE_R,CODESYS,train,codesys,8ca31b7e4b413a40b22c208aaba7e538ff8bad530895dc49fed0387cc5231406,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_R:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_SCALE_R::EC4::U13::4,fold_0,codesys_SCALE_R,CODESYS,train,codesys,8ca31b7e4b413a40b22c208aaba7e538ff8bad530895dc49fed0387cc5231406,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_R:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_SCALE_R::EC5::U02::5,fold_0,codesys_SCALE_R,CODESYS,train,codesys,8ca31b7e4b413a40b22c208aaba7e538ff8bad530895dc49fed0387cc5231406,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_SCALE_R:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
