sample_id,program_name,toolchain,fold_id,source_match_status,source_file_count,source_paths_rel,source_sha256,source_function_block_names,source_function_names,source_program_names,source_oracle_function_block,production_sa001_positive,ungated_pattern_positive,ungated_confusion_category,oracle_definition,rule_definition,evidence_label,uncertainty_reason
openplcV2_EVENTS,EVENTS,OpenPLCv2,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/EVENTS.ST,0b440ecd41e33f00c1e95acce5876a92ea88cf71f0a0f1fb452caeb58493f0e2,EVENTS,DAY_OF_DATE;SET_DATE;YEAR_OF_DATE;_INT_TO_UDINT,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_EXP10,EXP10,OpenPLCv2,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/EXP10.ST,b87702b820ee779d23b497991afbbb758fe7260cce3d3091cb52ee0743773133,,EXP10,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_EXPN,EXPN,OpenPLCv2,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/EXPN.ST,fe4f1fae5d4d50d2ce03ee0d904be9dda0eb987bed7fd653139a694242057afd,,BIT_OF_DWORD;EXPN,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FACT,FACT,OpenPLCv2,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FACT.ST,55cb801c3f3fd34ddaba02f8a3b27b2d6177d77c2e175f06a9ad95759430ba7b,,FACT,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FADE,FADE,OpenPLCv2,fold_7,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FADE.ST,5339146fcf59d1c034ee2048d0f3a2eb3e89a3eb5a4f707a4700f29e965748e3,FADE;RMP_W;T_PLC_MS_block;_RMP_W,TIME_TO_UDINT2;_WORD_TO_DINT;_WORD_TO_REAL,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FF_D2E,FF_D2E,OpenPLCv2,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FF_D2E.ST,a99968a49a20669b8517cdc24ff73c9a4e2e0f5410a4b1496eaaad5d408034c5,FF_D2E,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FF_D4E,FF_D4E,OpenPLCv2,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FF_D4E.ST,0e91ca884f8c6aedc2ce3a6043196e389ad0ba20474e8067968c8839192035ab,FF_D4E,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FF_DRE,FF_DRE,OpenPLCv2,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FF_DRE.ST,8105d89ad22f11b28d2564ff7f0880dc7c964b36f0c24f18c6aec5a7726f1e06,FF_DRE,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FF_JKE,FF_JKE,OpenPLCv2,fold_5,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FF_JKE.ST,72fa24fb0d9167cd90f96ad5d267d58d6e82f11f275e438272b29834ba0920bb,FF_JKE,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FF_RSE,FF_RSE,OpenPLCv2,fold_6,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FF_RSE.ST,0499edf1b03802238aa37f86a61ccba3ef07812ec76b72157cf0aec056f336df,FF_RSE,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FIB,FIB,OpenPLCv2,fold_5,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FIB.ST,9a5b46687f7810ddb6cebf1e681772daca4815ee7ab7a5dd530104af621d0e04,,FIB,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FIFO_16,FIFO_16,OpenPLCv2,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FIFO_16.ST,0983f364c9d153a9fa77b78e8cd8ebada613fe44fb790513fdb4c15d8d2bab90,FIFO_16,INC1,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FIFO_32,FIFO_32,OpenPLCv2,fold_1,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FIFO_32.ST,7d47b7fe6bb6977706d7011e990f223ac92cabbac9d6fd90c141ed8df1de81a8,FIFO_32,INC1,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FILE_BLOCK,FILE_BLOCK,OpenPLCv2,fold_1,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FILE_BLOCK.ST,b686b6670afc0bcb953498e8af72f5b7eae1d0d17cfdcc3d8e0e2a79a6718c0e,FILE_BLOCK,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FILE_PATH_SPLIT,FILE_PATH_SPLIT,OpenPLCv2,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FILE_PATH_SPLIT.ST,879f513fad365ad885b0200be6e3f5a8879bb9ad4861b8325ac692fb5780ab48,FILE_PATH_SPLIT_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FILL,FILL,OpenPLCv2,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FILL.ST,aa7f25e84586cdaf6f6bfa555ca891b02575e9dec70d7da78672e4280d9af0c9,CHR_TO_STRING_Block;FILL_Block,BIT_OF_DWORD,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FILTER_DW,FILTER_DW,OpenPLCv2,fold_8,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FILTER_DW.ST,a9f2cbd241c3dcf0f927afaf4a35477bd58f7b12887a288f67238c800a5e5881,FILTER_DW;T_PLC_MS_block,_DWORD_TO_REAL;_REAL_TO_DWORD,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FILTER_I,FILTER_I,OpenPLCv2,fold_9,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FILTER_I.ST,641fa0734c10849b2e6ef908927842760f08e11458122fd522984fb5b5c4ecf7,FILTER_I;T_PLC_MS_block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FILTER_MAV_DW,FILTER_MAV_DW,OpenPLCv2,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FILTER_MAV_DW.ST,92843ba139b24d407c0d27c6f6fab40820531e8604f5d2e97dead3383503a444,FILTER_MAV_DW,INC1,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FILTER_MAV_W,FILTER_MAV_W,OpenPLCv2,fold_1,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FILTER_MAV_W.ST,aee55b432e9ef58483ca359cda18d78bf53fba011910d74e01541e753b4a852a,FILTER_MAV_W,INC1,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FILTER_W,FILTER_W,OpenPLCv2,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FILTER_W.ST,d5edd99f37da770623aafbfdafe73529fa68a4bd94c653ceac6fcb39a101fca3,FILTER_W;T_PLC_MS_block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FILTER_WAV,FILTER_WAV,OpenPLCv2,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FILTER_WAV.ST,dd17a109ce9f3cb8f650b3a223eac4798434718a7178315e49ffce4a497a097f,FILTER_WAV,DEC1;INC1,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FINDB,FINDB,OpenPLCv2,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FINDB.ST,97c3d750738771653a6b9f3d46fda20c5b0dee90366c3f4948d48044ca3316be,FINDB_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FINDP,FINDP,OpenPLCv2,fold_5,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FINDP.ST,5a715f6ce4de3fea337c3762b54120c3196978b1860af7d173c35619e9f7fc06,FINDP_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FIX,FIX,OpenPLCv2,fold_6,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FIX.ST,5f77f344f3064c5dfd6dd4dac40680b0e2dbc9a23f074af3366b9de3dd47436a,CHR_TO_STRING_Block;FILL_Block;FIX_Block,BIT_OF_DWORD;_BYTE_TO_INT,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FLOOR,FLOOR,OpenPLCv2,fold_6,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FLOOR.ST,a159f4ab469a12c31cddc8e06f4a9c3366d5247fcec0a10fc6a7ba608666be3c,,FLOOR,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FLOOR2,FLOOR2,OpenPLCv2,fold_7,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FLOOR2.ST,47d9c5e9c22972e6e01df5da37a411139f86d7be94c5f98cb0fc1464ecd52359,,FLOOR2;_REAL_TO_DINT,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FLOW_CONTROL,FLOW_CONTROL,OpenPLCv2,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FLOW_CONTROL.ST,042c6dd236cd5aa48be326454cefb74161fa5711a5a733963f0e13f550cd56b7,FLOW_CONTROL;TP_1D;T_PLC_MS_block,UDINT_TO_TIME2,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FLOW_CONTROL_4,FLOW_CONTROL_4,OpenPLCv2,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FLOW_CONTROL_4.ST,502c35fd294ecc737a0d2c054754dc207986f8297ba0bc720e4668263f6c90be,FLOW_CONTROL_4,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FLOW_METER,FLOW_METER,OpenPLCv2,fold_5,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FLOW_METER.ST,0c57e469ffcee1637e405aaf813953e5b237e40ff0feca20f950ba54b6845dd2,FLOW_METER;INTEGRATE;T_PLC_MS_block,FLOOR;_INT_TO_UDINT,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FRACT,FRACT,OpenPLCv2,fold_8,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FRACT.ST,4b46b17ed18ff2e93c9b01a86ff8bcea08365339491f3bb66dd9f2f39d93f262,,D_TRUNC;FRACT,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FRMP_B,FRMP_B,OpenPLCv2,fold_5,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FRMP_B.ST,b06cb125f831093f95fb85e6ae221ca60e3c3dbf4e6a55bf272167551b1146cd,,FRMP_B,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_AVG,FT_AVG,OpenPLCv2,fold_6,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_AVG.ST,5bcb427d4f538526a6eb3eb62079e7825f48550ee82f164aa2f8a1cd288054a0,DELAY;FT_AVG,INC1,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_DERIV,FT_DERIV,OpenPLCv2,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_DERIV.ST,c7da30115530f6d02c70742d1c2f6b40f643150424185663cf74c3366932fc26,FT_DERIV;T_PLC_US_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_IMP,FT_IMP,OpenPLCv2,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_IMP.ST,1773253fd73c4a10e2f93be10e26c57a6ec6ca0ac9a42aba616cb7b12172d455,FT_IMP;FT_PT1;T_PLC_US_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_INT,FT_INT,OpenPLCv2,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_INT.ST,3d2ecb69a80eb9e085e9cda534ae6ec4da09ec88dfa0ac33e53d68dcadee065b,FT_INT_Block;INTEGRATE;T_PLC_MS_block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_MIN_MAX,FT_MIN_MAX,OpenPLCv2,fold_7,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_MIN_MAX.ST,b94cbb2173cd00c7b2aa8cc023870c01ada5cb9bb490262b762bf41e958c7500,FT_MIN_MAX_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_PD,FT_PD,OpenPLCv2,fold_6,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_PD.ST,80f741d9f4672507315761b2a4bab43abc525ae716df088d11105e857793f00e,FT_DERIV;FT_PD_Block;T_PLC_US_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_PDT1,FT_PDT1,OpenPLCv2,fold_7,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_PDT1.ST,58f484465f58980ecc16e75dfb20c638f44e57fdc8474f6f072bad5c7117c48f,FT_DERIV;FT_PDT1_Block;FT_PT1;T_PLC_US_Block,REAL_TO_TIME2;_REAL_TO_UDINT,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_PI,FT_PI,OpenPLCv2,fold_8,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_PI.ST,0444a4ecd3f61ff1c89f4b9c66985f59be37a33b0dd0c1e9678e630eccdd7f1f,FT_INT_Block;FT_PI;INTEGRATE;T_PLC_MS_block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_PID,FT_PID,OpenPLCv2,fold_9,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_PID.ST,e13f27b0c9e605536e59945b8f9942b0d1942301221a9a10f97ba2882c36c1a0,FT_DERIV;FT_INT_Block;FT_PID;INTEGRATE;T_PLC_MS_block;T_PLC_US_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_PIDW,FT_PIDW,OpenPLCv2,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_PIDW.ST,c75a45211926bfc44795ddbd720ae903047ad75a367c9ca3fe48e688d01363ed,FT_DERIV;FT_PIDW;INTEGRATE;T_PLC_MS_block;T_PLC_US_Block,REAL_TO_TIME2;_REAL_TO_UDINT,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_PIDWL,FT_PIDWL,OpenPLCv2,fold_1,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_PIDWL.ST,558de92d913d8d4d56af8c85709e1549c9f1de8a6ac96ba02991963fc013fb43,FT_DERIV;FT_PIDWL;FT_PIWL;T_PLC_US_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_PIW,FT_PIW,OpenPLCv2,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_PIW.ST,4aca8fa6e9b14aa8732386d654fece328524f8b543f5c08940d6a8df17aae191,FT_INT_Block;FT_PIW;INTEGRATE;T_PLC_MS_block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_PIWL,FT_PIWL,OpenPLCv2,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_PIWL.ST,07564115c779594f25eb2b1da7e68c6ef109e6e1085a838ea30459d8b28a1580,FT_PIWL;T_PLC_US_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_PROFILE,FT_PROFILE,OpenPLCv2,fold_5,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_PROFILE.ST,6565cc661954986f7e17ee3385fc9694ffb21f4f2f2c0ceb9d8f5eb7990fc71e,FT_PROFILE;T_PLC_MS_block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_PT1,FT_PT1,OpenPLCv2,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_PT1.ST,df364f94cb46bf3b7d9669464fd28cc4230ab3d806ce1d7f807742f6fdbfe8d2,FT_PT1;T_PLC_US_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_PT2,FT_PT2,OpenPLCv2,fold_5,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_PT2.ST,5e52ef8116062516c2f5159f745e4f20563345852aefdda03ee20d69bba0ac19,FT_PT2;INTEGRATE;T_PLC_MS_block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_RMP,FT_RMP,OpenPLCv2,fold_8,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_RMP.ST,e05d466acd43752624cc7a205ad2b4c44186d9f1fbde04f0c404a6296ad0ebdc,FT_RMP;T_PLC_MS_block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_TN16,FT_TN16,OpenPLCv2,fold_6,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_TN16.ST,3ac244d0c377508459a62ed89958cace6af1549563f0be286921d3f03f9d007b,FT_TN16;T_PLC_MS_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_TN64,FT_TN64,OpenPLCv2,fold_7,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_TN64.ST,8a3e7d65ddfe8a203850db2854478120ccaf6e46f727c79c814b42f56316a305,FT_TN64;T_PLC_MS_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV2_FT_TN8,FT_TN8,OpenPLCv2,fold_8,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv2/FT_TN8.ST,99c0c1720899e9b73220f18687d3b7da5f8d7a7d089e19258db5d7ca12937de3,FT_TN8;T_PLC_MS_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
