"sample_id","program_name","toolchain","binary_name","binary_path","file_extension","file_size_bytes","binary_format","architecture","bitness","stripped_status","symbol_status","metadata_available","func_label","program_language","basic","network_communication","building","split_group_program","leakage_guard","redistribution_status","notes"
"GEB_M_D","M_D","GEB","geb_M_D","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_M_D","[none]","167620","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Measure_Mods","Structured Text","1","0","0","M_D","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_M_T","M_T","GEB","geb_M_T","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_M_T","[none]","163524","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Measure_Mods","Structured Text","1","0","0","M_T","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_M_TX","M_TX","GEB","geb_M_TX","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_M_TX","[none]","167656","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Measure_Mods","Structured Text","1","0","0","M_TX","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MANUAL","MANUAL","GEB","geb_MANUAL","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MANUAL","[none]","163108","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Basic_Dev_Drivers","Structured Text","1","0","0","MANUAL","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MANUAL_1","MANUAL_1","GEB","geb_MANUAL_1","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MANUAL_1","[none]","163280","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Basic_Dev_Drivers","Structured Text","1","0","0","MANUAL_1","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MANUAL_2","MANUAL_2","GEB","geb_MANUAL_2","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MANUAL_2","[none]","163280","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Basic_Dev_Drivers","Structured Text","1","0","0","MANUAL_2","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MANUAL_4","MANUAL_4","GEB","geb_MANUAL_4","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MANUAL_4","[none]","163312","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Basic_Dev_Drivers","Structured Text","1","0","0","MANUAL_4","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MATRIX","MATRIX","GEB","geb_MATRIX","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MATRIX","[none]","167700","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","MATRIX","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MAX_TIME","MAX_TIME","GEB","geb_MAX_TIME","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MAX_TIME","[none]","163112","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Measure_Mods","Structured Text","1","0","0","MAX_TIME","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MAX3","MAX3","GEB","geb_MAX3","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MAX3","[none]","163104","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Mathematics","Structured Text","1","0","0","MAX3","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MB_CLIENT","MB_CLIENT","GEB","geb_MB_CLIENT","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MB_CLIENT","[none]","233384","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Network_Communication","Structured Text","0","1","0","MB_CLIENT","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MB_SERVER","MB_SERVER","GEB","geb_MB_SERVER","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MB_SERVER","[none]","234524","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Network_Communication","Structured Text","0","1","0","MB_SERVER","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MB_VMAP","MB_VMAP","GEB","geb_MB_VMAP","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MB_VMAP","[none]","168132","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Network_Communication","Structured Text","0","1","0","MB_VMAP","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MESSAGE_4R","MESSAGE_4R","GEB","geb_MESSAGE_4R","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MESSAGE_4R","[none]","214876","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Str_Func","Structured Text","1","0","0","MESSAGE_4R","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MESSAGE_8","MESSAGE_8","GEB","geb_MESSAGE_8","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MESSAGE_8","[none]","163428","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Str_Func","Structured Text","1","0","0","MESSAGE_8","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MID3","MID3","GEB","geb_MID3","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MID3","[none]","163104","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Mathematics","Structured Text","1","0","0","MID3","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MIN3","MIN3","GEB","geb_MIN3","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MIN3","[none]","163104","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Mathematics","Structured Text","1","0","0","MIN3","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MINUTE","MINUTE","GEB","geb_MINUTE","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MINUTE","[none]","163140","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Time_and_Date","Structured Text","1","0","0","MINUTE","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MINUTE_OF_DT","MINUTE_OF_DT","GEB","geb_MINUTE_OF_DT","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MINUTE_OF_DT","[none]","163152","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Time_and_Date","Structured Text","1","0","0","MINUTE_OF_DT","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MINUTE_TO_TIME","MINUTE_TO_TIME","GEB","geb_MINUTE_TO_TIME","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MINUTE_TO_TIME","[none]","163264","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Time_and_Date","Structured Text","1","0","0","MINUTE_TO_TIME","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MIRROR","MIRROR","GEB","geb_MIRROR","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MIRROR","[none]","163412","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Str_Func","Structured Text","1","0","0","MIRROR","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MIX","MIX","GEB","geb_MIX","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MIX","[none]","163132","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Signal_Proc","Structured Text","1","0","0","MIX","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MODR","MODR","GEB","geb_MODR","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MODR","[none]","163204","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Mathematics","Structured Text","1","0","0","MODR","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MONTH_BEGIN","MONTH_BEGIN","GEB","geb_MONTH_BEGIN","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MONTH_BEGIN","[none]","163372","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Time_and_Date","Structured Text","1","0","0","MONTH_BEGIN","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MONTH_END","MONTH_END","GEB","geb_MONTH_END","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MONTH_END","[none]","163508","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Time_and_Date","Structured Text","1","0","0","MONTH_END","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MONTH_OF_DATE","MONTH_OF_DATE","GEB","geb_MONTH_OF_DATE","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MONTH_OF_DATE","[none]","163296","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Time_and_Date","Structured Text","1","0","0","MONTH_OF_DATE","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MONTH_TO_STRING","MONTH_TO_STRING","GEB","geb_MONTH_TO_STRING","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MONTH_TO_STRING","[none]","180144","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Str_Func","Structured Text","1","0","0","MONTH_TO_STRING","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MOON_PHASE","MOON_PHASE","GEB","geb_MOON_PHASE","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MOON_PHASE","[none]","163428","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Network_Communication","Structured Text","0","1","0","MOON_PHASE","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MS_TO_BFT","MS_TO_BFT","GEB","geb_MS_TO_BFT","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MS_TO_BFT","[none]","163180","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Calculations","Structured Text","1","0","0","MS_TO_BFT","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MS_TO_KMH","MS_TO_KMH","GEB","geb_MS_TO_KMH","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MS_TO_KMH","[none]","163144","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Calculations","Structured Text","1","0","0","MS_TO_KMH","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MUL_ADD","MUL_ADD","GEB","geb_MUL_ADD","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MUL_ADD","[none]","163108","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Mathematics","Structured Text","1","0","0","MUL_ADD","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MULTI_IN","MULTI_IN","GEB","geb_MULTI_IN","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MULTI_IN","[none]","163184","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Sensors","Structured Text","1","0","0","MULTI_IN","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MULTIME","MULTIME","GEB","geb_MULTIME","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MULTIME","[none]","163264","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Time_and_Date","Structured Text","1","0","0","MULTIME","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MUX_2","MUX_2","GEB","geb_MUX_2","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MUX_2","[none]","163104","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","MUX_2","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MUX_4","MUX_4","GEB","geb_MUX_4","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MUX_4","[none]","163104","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Logic_Mods","Structured Text","1","0","0","MUX_4","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MUX_R2","MUX_R2","GEB","geb_MUX_R2","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MUX_R2","[none]","163108","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Signal_Proc","Structured Text","1","0","0","MUX_R2","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_MUX_R4","MUX_R4","GEB","geb_MUX_R4","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_MUX_R4","[none]","163108","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Signal_Proc","Structured Text","1","0","0","MUX_R4","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_NEGX","NEGX","GEB","geb_NEGX","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_NEGX","[none]","163104","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Mathematics","Structured Text","1","0","0","NEGX","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_NET_VAR_BOOL8","NET_VAR_BOOL8","GEB","geb_NET_VAR_BOOL8","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_NET_VAR_BOOL8","[none]","168476","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Network_Communication","Structured Text","0","1","0","NET_VAR_BOOL8","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_NET_VAR_BUFFER","NET_VAR_BUFFER","GEB","geb_NET_VAR_BUFFER","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_NET_VAR_BUFFER","[none]","168360","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Network_Communication","Structured Text","0","1","0","NET_VAR_BUFFER","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
"GEB_NET_VAR_DWORD8","NET_VAR_DWORD8","GEB","geb_NET_VAR_DWORD8","AICPS-PLCBEAD_PLCEmbed-c78a56f\PLC-BEAD\Binary\All_PLC_Program_Binaries\geb_NET_VAR_DWORD8","[none]","168360","ARM_ELF_REPORTED_BY_DATASET","ARM_REPORTED_BY_DATASET","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","UNKNOWN_NEEDS_BINARY_REVIEW","yes","Network_Communication","Structured Text","0","1","0","NET_VAR_DWORD8","PROGRAM_LEVEL_SPLIT_REQUIRED","LOCAL_PROJECT_DATASET","Manifest generated from local PLC-BEAD metadata and binary filenames; no binary semantic analysis performed."
